id,value,location,sample date,measure
3280190,0,Boonsri,17-Mar-16,Petroleum hydrocarbons
3280191,12.8,Boonsri,17-Mar-16,AOX
3280193,0,Boonsri,17-Mar-16,Atrazine
3280194,0,Boonsri,17-Mar-16,"p,p-DDT"
3280195,0,Boonsri,17-Mar-16,gamma-Hexachlorocyclohexane
3293707,9.7,Chai,17-Mar-16,Water temperature
3293710,9.83,Chai,17-Mar-16,Dissolved oxygen
3293711,0.025,Chai,17-Mar-16,Ammonium
3293712,0.017,Chai,17-Mar-16,Nitrites
3293713,2.06,Chai,17-Mar-16,Nitrates
3293714,2.28,Chai,17-Mar-16,Total nitrogen
3293715,0.049,Chai,17-Mar-16,Orthophosphate-phosphorus
3293716,0.091,Chai,17-Mar-16,Total phosphorus
3293717,1.75,Chai,17-Mar-16,Biochemical Oxygen
3294760,9.7,Chai,17-Mar-16,Water temperature
3294763,9.65,Chai,17-Mar-16,Dissolved oxygen
3294764,0,Chai,17-Mar-16,Ammonium
3294765,0.014,Chai,17-Mar-16,Nitrites
3294766,1.89,Chai,17-Mar-16,Nitrates
3294767,2.24,Chai,17-Mar-16,Total nitrogen
3294768,0.042,Chai,17-Mar-16,Orthophosphate-phosphorus
3294769,0.084,Chai,17-Mar-16,Total phosphorus
3294770,1.61,Chai,17-Mar-16,Biochemical Oxygen
3296012,9.7,Chai,17-Mar-16,Water temperature
3296015,9.88,Chai,17-Mar-16,Dissolved oxygen
3296016,0,Chai,17-Mar-16,Ammonium
3296017,0.015,Chai,17-Mar-16,Nitrites
3296018,1.96,Chai,17-Mar-16,Nitrates
3296019,2.18,Chai,17-Mar-16,Total nitrogen
3296020,0.052,Chai,17-Mar-16,Orthophosphate-phosphorus
3296021,0.09,Chai,17-Mar-16,Total phosphorus
3296022,1.37,Chai,17-Mar-16,Biochemical Oxygen
3282980,8.4,Decha,18-Mar-16,Water temperature
3282983,11.4,Decha,18-Mar-16,Dissolved oxygen
3282984,97.78,Decha,18-Mar-16,Oxygen saturation
3282987,0.077,Decha,18-Mar-16,Ammonium
3282988,0.018,Decha,18-Mar-16,Nitrites
3282989,0.505,Decha,18-Mar-16,Nitrates
3282990,1.8,Decha,18-Mar-16,Total nitrogen
3282991,0.017,Decha,18-Mar-16,Orthophosphate-phosphorus
3282992,0.12,Decha,18-Mar-16,Total phosphorus
3282993,34.57,Decha,18-Mar-16,Sodium
3282994,3.73,Decha,18-Mar-16,Potassium
3283000,0.019,Decha,18-Mar-16,Mercury
3283004,3.4,Decha,18-Mar-16,Biochemical Oxygen
3283005,35.9,Decha,18-Mar-16,Chemical Oxygen Demand (Cr)
3283006,4.7,Decha,18-Mar-16,Chemical Oxygen Demand (Mn)
3283007,0,Decha,18-Mar-16,Anionic active surfactants
3283008,0,Decha,18-Mar-16,Petroleum hydrocarbons
3294772,8,Chai,18-Mar-16,Water temperature
1341358,0.08,Chai,18-Mar-16,AGOC-3A
1341360,4.25,Chai,18-Mar-16,Methylosmoline
1341361,0.008,Chai,18-Mar-16,Chlorodinine
1342562,0.018,Chai,18-Mar-16,AGOC-3A
1342564,1.326,Chai,18-Mar-16,Methylosmoline
1342565,0.049,Chai,18-Mar-16,Chlorodinine
1343766,0.029,Chai,18-Mar-16,AGOC-3A
1343768,1.27,Chai,18-Mar-16,Methylosmoline
1343769,0.013,Chai,18-Mar-16,Chlorodinine
3294774,8.2,Chai,19-Mar-16,Water temperature
3281119,10,Somchair,20-Mar-16,Water temperature
3281122,9,Somchair,20-Mar-16,Dissolved oxygen
3281123,0.153,Somchair,20-Mar-16,Ammonium
3281124,0.069,Somchair,20-Mar-16,Nitrites
3281125,1.88,Somchair,20-Mar-16,Nitrates
3281126,2.61,Somchair,20-Mar-16,Total nitrogen
3281127,0.051,Somchair,20-Mar-16,Orthophosphate-phosphorus
3281128,0.068,Somchair,20-Mar-16,Total phosphorus
3281129,1.15,Somchair,20-Mar-16,Biochemical Oxygen
3282120,17,Busarakhan,20-Mar-16,Water temperature
3282123,8.81,Busarakhan,20-Mar-16,Dissolved oxygen
3282124,0.136,Busarakhan,20-Mar-16,Ammonium
3282125,0.024,Busarakhan,20-Mar-16,Nitrites
3282126,1.939,Busarakhan,20-Mar-16,Nitrates
3282127,2.46,Busarakhan,20-Mar-16,Total nitrogen
3282128,0.017,Busarakhan,20-Mar-16,Orthophosphate-phosphorus
3282129,0.022,Busarakhan,20-Mar-16,Total phosphorus
3282130,1.49,Busarakhan,20-Mar-16,Biochemical Oxygen
3291481,15,Tansanee,20-Mar-16,Water temperature
3291484,8.04,Tansanee,20-Mar-16,Dissolved oxygen
3291485,77.26,Tansanee,20-Mar-16,Oxygen saturation
3291487,290.29,Tansanee,20-Mar-16,Total hardness
3291488,287.05,Tansanee,20-Mar-16,Bicarbonates
3291491,748.17,Tansanee,20-Mar-16,Total dissolved salts
3291492,0.449,Tansanee,20-Mar-16,Ammonium
3291493,0.079,Tansanee,20-Mar-16,Nitrites
3291494,1.576,Tansanee,20-Mar-16,Nitrates
3291495,2.641,Tansanee,20-Mar-16,Total nitrogen
3291496,0.139,Tansanee,20-Mar-16,Orthophosphate-phosphorus
3291497,0.179,Tansanee,20-Mar-16,Total phosphorus
3291498,77.76,Tansanee,20-Mar-16,Calcium
3291499,23.35,Tansanee,20-Mar-16,Magnesium
3291500,181.22,Tansanee,20-Mar-16,Chlorides
3291501,117.45,Tansanee,20-Mar-16,Sulphates
3291509,1.5,Tansanee,20-Mar-16,Biochemical Oxygen
3291510,35.146,Tansanee,20-Mar-16,Chemical Oxygen Demand (Cr)
3291511,4.078,Tansanee,20-Mar-16,Chemical Oxygen Demand (Mn)
3291512,0,Tansanee,20-Mar-16,Anionic active surfactants
3291513,0.391,Tansanee,20-Mar-16,Petroleum hydrocarbons
3291515,0,Tansanee,20-Mar-16,"p,p-DDT"
3291516,0,Tansanee,20-Mar-16,gamma-Hexachlorocyclohexane
3291517,2.14,Tansanee,20-Mar-16,Macrozoobenthos
3294776,8.4,Chai,20-Mar-16,Water temperature
3305172,15,Kohsoom,20-Mar-16,Water temperature
3305175,6.8,Kohsoom,20-Mar-16,Dissolved oxygen
3305176,70.49,Kohsoom,20-Mar-16,Oxygen saturation
3305178,248.142,Kohsoom,20-Mar-16,Total hardness
3305179,203.74,Kohsoom,20-Mar-16,Bicarbonates
3305182,319,Kohsoom,20-Mar-16,Total dissolved salts
3305183,1.448,Kohsoom,20-Mar-16,Ammonium
3305184,0.0651,Kohsoom,20-Mar-16,Nitrites
3305185,1.05,Kohsoom,20-Mar-16,Nitrates
3305186,3.148,Kohsoom,20-Mar-16,Total nitrogen
3305187,0.1983,Kohsoom,20-Mar-16,Orthophosphate-phosphorus
3305188,0.2711,Kohsoom,20-Mar-16,Total phosphorus
3305189,0.221,Kohsoom,20-Mar-16,Total dissolved phosphorus
3305190,27.8,Kohsoom,20-Mar-16,Sodium
3305191,2.2,Kohsoom,20-Mar-16,Potassium
3305192,63.12,Kohsoom,20-Mar-16,Calcium
3305193,12.62,Kohsoom,20-Mar-16,Magnesium
3305194,41.892,Kohsoom,20-Mar-16,Chlorides
3305195,52.312,Kohsoom,20-Mar-16,Sulphates
3305204,5.2,Kohsoom,20-Mar-16,Biochemical Oxygen
3305205,42.28,Kohsoom,20-Mar-16,Chemical Oxygen Demand (Cr)
3305206,8,Kohsoom,20-Mar-16,Chemical Oxygen Demand (Mn)
3305207,5.282,Kohsoom,20-Mar-16,Total organic carbon
3305208,0.453,Kohsoom,20-Mar-16,Anionic active surfactants
3305209,0,Kohsoom,20-Mar-16,Petroleum hydrocarbons
3305210,25.3,Kohsoom,20-Mar-16,AOX
3305212,0,Kohsoom,20-Mar-16,Atrazine
3305213,0,Kohsoom,20-Mar-16,"p,p-DDT"
3305214,0,Kohsoom,20-Mar-16,gamma-Hexachlorocyclohexane
1326828,0.077,Somchair,20-Mar-16,AGOC-3A
1326830,130.462,Somchair,20-Mar-16,Methylosmoline
1326831,0.059,Somchair,20-Mar-16,Chlorodinine
1327424,0.067,Busarakhan,20-Mar-16,AGOC-3A
1327426,0.016,Busarakhan,20-Mar-16,Methylosmoline
1327427,0.061,Busarakhan,20-Mar-16,Chlorodinine
3294778,8.6,Chai,21-Mar-16,Water temperature
3294780,9,Chai,22-Mar-16,Water temperature
3294782,9.2,Chai,23-Mar-16,Water temperature
3294784,10,Chai,24-Mar-16,Water temperature
1354725,0.008,Kohsoom,24-Mar-16,AGOC-3A
1354727,54.031,Kohsoom,24-Mar-16,Methylosmoline
1354728,0.045,Kohsoom,24-Mar-16,Chlorodinine
3294786,10,Chai,25-Mar-16,Water temperature
1324697,0.022,Boonsri,25-Mar-16,AGOC-3A
1324699,0.061,Boonsri,25-Mar-16,Methylosmoline
1324700,0.05,Boonsri,25-Mar-16,Chlorodinine
1325431,0.023,Boonsri,25-Mar-16,AGOC-3A
1325433,0.006,Boonsri,25-Mar-16,Methylosmoline
1325434,0.005,Boonsri,25-Mar-16,Chlorodinine
1326101,0.018,Boonsri,25-Mar-16,AGOC-3A
1326103,0.036,Boonsri,25-Mar-16,Methylosmoline
1326104,0.033,Boonsri,25-Mar-16,Chlorodinine
3294788,11,Chai,26-Mar-16,Water temperature
3294790,12,Chai,27-Mar-16,Water temperature
3294792,12,Chai,28-Mar-16,Water temperature
3294794,12,Chai,29-Mar-16,Water temperature
3294796,12,Chai,30-Mar-16,Water temperature
3294798,11.6,Chai,31-Mar-16,Water temperature
3293733,12.9,Chai,1-Apr-16,Water temperature
3293736,10,Chai,1-Apr-16,Dissolved oxygen
3293738,190.816,Chai,1-Apr-16,Total hardness
3293741,285,Chai,1-Apr-16,Total dissolved salts
3293742,0.0439,Chai,1-Apr-16,Ammonium
3293743,0.0134,Chai,1-Apr-16,Nitrites
3293744,1.81,Chai,1-Apr-16,Nitrates
3293745,1.88,Chai,1-Apr-16,Total nitrogen
3293746,0.01,Chai,1-Apr-16,Orthophosphate-phosphorus
3293747,0.074,Chai,1-Apr-16,Total phosphorus
3293748,53.8,Chai,1-Apr-16,Calcium
3293749,13.8,Chai,1-Apr-16,Magnesium
3293750,24.76,Chai,1-Apr-16,Chlorides
3293751,44.92,Chai,1-Apr-16,Sulphates
3293755,1.973,Chai,1-Apr-16,Lead
3293757,0,Chai,1-Apr-16,Cadmium
3293759,0,Chai,1-Apr-16,Mercury
3293761,0,Chai,1-Apr-16,Nickel
3293764,1.11,Chai,1-Apr-16,Biochemical Oxygen
3293765,19.61,Chai,1-Apr-16,Chemical Oxygen Demand (Cr)
3293766,2.66,Chai,1-Apr-16,Chemical Oxygen Demand (Mn)
3293767,0,Chai,1-Apr-16,Anionic active surfactants
3293768,0.3155,Chai,1-Apr-16,Petroleum hydrocarbons
3293770,0,Chai,1-Apr-16,Atrazine
3293771,0,Chai,1-Apr-16,"p,p-DDT"
3293772,0,Chai,1-Apr-16,gamma-Hexachlorocyclohexane
3294800,12.8,Chai,1-Apr-16,Water temperature
3294803,10.22,Chai,1-Apr-16,Dissolved oxygen
3294805,190.816,Chai,1-Apr-16,Total hardness
3294808,285,Chai,1-Apr-16,Total dissolved salts
3294809,0.0205,Chai,1-Apr-16,Ammonium
3294810,0.0118,Chai,1-Apr-16,Nitrites
3294811,1.83,Chai,1-Apr-16,Nitrates
3294812,1.97,Chai,1-Apr-16,Total nitrogen
3294813,0.038,Chai,1-Apr-16,Orthophosphate-phosphorus
3294814,0.055,Chai,1-Apr-16,Total phosphorus
3294815,53.8,Chai,1-Apr-16,Calcium
3294816,13.8,Chai,1-Apr-16,Magnesium
3294817,19.94,Chai,1-Apr-16,Chlorides
3294818,50.95,Chai,1-Apr-16,Sulphates
3294822,1.973,Chai,1-Apr-16,Lead
3294824,0,Chai,1-Apr-16,Cadmium
3294826,0,Chai,1-Apr-16,Mercury
3294828,0,Chai,1-Apr-16,Nickel
3294831,1.13,Chai,1-Apr-16,Biochemical Oxygen
3294832,19.61,Chai,1-Apr-16,Chemical Oxygen Demand (Cr)
3294833,2.66,Chai,1-Apr-16,Chemical Oxygen Demand (Mn)
3294834,0,Chai,1-Apr-16,Anionic active surfactants
3294835,0.3004,Chai,1-Apr-16,Petroleum hydrocarbons
3294837,0,Chai,1-Apr-16,Atrazine
3294838,0,Chai,1-Apr-16,"p,p-DDT"
3294839,0,Chai,1-Apr-16,gamma-Hexachlorocyclohexane
3296038,12.9,Chai,1-Apr-16,Water temperature
3296041,10.27,Chai,1-Apr-16,Dissolved oxygen
3296043,190.816,Chai,1-Apr-16,Total hardness
3296046,285,Chai,1-Apr-16,Total dissolved salts
3296047,0.019,Chai,1-Apr-16,Ammonium
3296048,0.01,Chai,1-Apr-16,Nitrites
3296049,1.73,Chai,1-Apr-16,Nitrates
3296050,1.86,Chai,1-Apr-16,Total nitrogen
3296051,0.044,Chai,1-Apr-16,Orthophosphate-phosphorus
3296052,0.044,Chai,1-Apr-16,Total phosphorus
3296053,55.8,Chai,1-Apr-16,Calcium
3296054,12.6,Chai,1-Apr-16,Magnesium
3296055,27.51,Chai,1-Apr-16,Chlorides
3296056,44.98,Chai,1-Apr-16,Sulphates
3296060,1.973,Chai,1-Apr-16,Lead
3296062,0,Chai,1-Apr-16,Cadmium
3296064,0,Chai,1-Apr-16,Mercury
3296066,1.7466,Chai,1-Apr-16,Nickel
3296069,1.15,Chai,1-Apr-16,Biochemical Oxygen
3296070,19.61,Chai,1-Apr-16,Chemical Oxygen Demand (Cr)
3296071,2.37,Chai,1-Apr-16,Chemical Oxygen Demand (Mn)
3296072,0,Chai,1-Apr-16,Anionic active surfactants
3296073,0.4214,Chai,1-Apr-16,Petroleum hydrocarbons
3296075,0,Chai,1-Apr-16,Atrazine
3296076,0,Chai,1-Apr-16,"p,p-DDT"
3296077,0,Chai,1-Apr-16,gamma-Hexachlorocyclohexane
3300312,12.8,Kannika,1-Apr-16,Water temperature
3300315,10.24,Kannika,1-Apr-16,Dissolved oxygen
3300316,97.15,Kannika,1-Apr-16,Oxygen saturation
3300318,205.768,Kannika,1-Apr-16,Total hardness
3300319,198.25,Kannika,1-Apr-16,Bicarbonates
3300322,251,Kannika,1-Apr-16,Total dissolved salts
3300323,0.119,Kannika,1-Apr-16,Ammonium
3300324,0.018,Kannika,1-Apr-16,Nitrites
3300325,1.831,Kannika,1-Apr-16,Nitrates
3300326,2.32,Kannika,1-Apr-16,Total nitrogen
3300327,0.061,Kannika,1-Apr-16,Orthophosphate-phosphorus
3300328,0.098,Kannika,1-Apr-16,Total phosphorus
3300329,0.078,Kannika,1-Apr-16,Total dissolved phosphorus
3300330,59.32,Kannika,1-Apr-16,Calcium
3300331,14.1,Kannika,1-Apr-16,Magnesium
3300332,24.16,Kannika,1-Apr-16,Chlorides
3300333,38.79,Kannika,1-Apr-16,Sulphates
3300334,0,Kannika,1-Apr-16,Zinc
3300336,5.79,Kannika,1-Apr-16,Copper
3300338,0.65,Kannika,1-Apr-16,Chromium
3300340,0,Kannika,1-Apr-16,Lead
3300342,0,Kannika,1-Apr-16,Cadmium
3300344,0,Kannika,1-Apr-16,Mercury
3300346,1.8,Kannika,1-Apr-16,Nickel
3300348,2,Kannika,1-Apr-16,Arsenic
3300350,1.59,Kannika,1-Apr-16,Biochemical Oxygen
3300351,9.08,Kannika,1-Apr-16,Chemical Oxygen Demand (Cr)
3300352,4.22,Kannika,1-Apr-16,Chemical Oxygen Demand (Mn)
3300353,0,Kannika,1-Apr-16,Anionic active surfactants
3300354,0.4432,Kannika,1-Apr-16,Petroleum hydrocarbons
3300356,0,Kannika,1-Apr-16,Atrazine
3300357,0,Kannika,1-Apr-16,"p,p-DDT"
3300358,0,Kannika,1-Apr-16,gamma-Hexachlorocyclohexane
3300876,12.8,Kannika,1-Apr-16,Water temperature
3300879,10.33,Kannika,1-Apr-16,Dissolved oxygen
3300880,98.01,Kannika,1-Apr-16,Oxygen saturation
3300882,199.716,Kannika,1-Apr-16,Total hardness
3300883,192.15,Kannika,1-Apr-16,Bicarbonates
3300886,236.8,Kannika,1-Apr-16,Total dissolved salts
3300887,0.11,Kannika,1-Apr-16,Ammonium
3300888,0.016,Kannika,1-Apr-16,Nitrites
3300889,1.749,Kannika,1-Apr-16,Nitrates
3300890,2.25,Kannika,1-Apr-16,Total nitrogen
3300891,0.06,Kannika,1-Apr-16,Orthophosphate-phosphorus
3300892,0.095,Kannika,1-Apr-16,Total phosphorus
3300893,0.074,Kannika,1-Apr-16,Total dissolved phosphorus
3300894,60.12,Kannika,1-Apr-16,Calcium
3300895,12.16,Kannika,1-Apr-16,Magnesium
3300896,23.38,Kannika,1-Apr-16,Chlorides
3300897,38.33,Kannika,1-Apr-16,Sulphates
3300898,0,Kannika,1-Apr-16,Zinc
3300900,6.17,Kannika,1-Apr-16,Copper
3300902,0.75,Kannika,1-Apr-16,Chromium
3300904,0,Kannika,1-Apr-16,Lead
3300906,0,Kannika,1-Apr-16,Cadmium
3300908,0,Kannika,1-Apr-16,Mercury
3300910,1.72,Kannika,1-Apr-16,Nickel
3300912,2,Kannika,1-Apr-16,Arsenic
3300914,1.71,Kannika,1-Apr-16,Biochemical Oxygen
3300915,8.69,Kannika,1-Apr-16,Chemical Oxygen Demand (Cr)
3300916,4.09,Kannika,1-Apr-16,Chemical Oxygen Demand (Mn)
3300917,0,Kannika,1-Apr-16,Anionic active surfactants
3300918,0.5333,Kannika,1-Apr-16,Petroleum hydrocarbons
3300920,0,Kannika,1-Apr-16,Atrazine
3300921,0,Kannika,1-Apr-16,"p,p-DDT"
3300922,0,Kannika,1-Apr-16,gamma-Hexachlorocyclohexane
3301443,12.9,Kannika,1-Apr-16,Water temperature
3301446,10.28,Kannika,1-Apr-16,Dissolved oxygen
3301447,97.53,Kannika,1-Apr-16,Oxygen saturation
3301449,205.768,Kannika,1-Apr-16,Total hardness
3301450,198.25,Kannika,1-Apr-16,Bicarbonates
3301453,240.6,Kannika,1-Apr-16,Total dissolved salts
3301454,0.112,Kannika,1-Apr-16,Ammonium
3301455,0.018,Kannika,1-Apr-16,Nitrites
3301456,1.77,Kannika,1-Apr-16,Nitrates
3301457,2.28,Kannika,1-Apr-16,Total nitrogen
3301458,0.062,Kannika,1-Apr-16,Orthophosphate-phosphorus
3301459,0.1,Kannika,1-Apr-16,Total phosphorus
3301460,0.076,Kannika,1-Apr-16,Total dissolved phosphorus
3301461,59.32,Kannika,1-Apr-16,Calcium
3301462,14.1,Kannika,1-Apr-16,Magnesium
3301463,24.16,Kannika,1-Apr-16,Chlorides
3301464,38.73,Kannika,1-Apr-16,Sulphates
3301465,0,Kannika,1-Apr-16,Zinc
3301467,6.47,Kannika,1-Apr-16,Copper
3301469,0.7,Kannika,1-Apr-16,Chromium
3301471,0,Kannika,1-Apr-16,Lead
3301473,0,Kannika,1-Apr-16,Cadmium
3301475,0,Kannika,1-Apr-16,Mercury
3301477,1.62,Kannika,1-Apr-16,Nickel
3301479,2,Kannika,1-Apr-16,Arsenic
3301481,1.62,Kannika,1-Apr-16,Biochemical Oxygen
3301482,9.88,Kannika,1-Apr-16,Chemical Oxygen Demand (Cr)
3301483,4.16,Kannika,1-Apr-16,Chemical Oxygen Demand (Mn)
3301484,0,Kannika,1-Apr-16,Anionic active surfactants
3301485,0.4354,Kannika,1-Apr-16,Petroleum hydrocarbons
3301487,0,Kannika,1-Apr-16,Atrazine
3301488,0,Kannika,1-Apr-16,"p,p-DDT"
3301489,0,Kannika,1-Apr-16,gamma-Hexachlorocyclohexane
3302005,13.2,Sakda,1-Apr-16,Water temperature
3302008,10.11,Sakda,1-Apr-16,Dissolved oxygen
3302009,95.92,Sakda,1-Apr-16,Oxygen saturation
3302011,203.63,Sakda,1-Apr-16,Total hardness
3302012,192.15,Sakda,1-Apr-16,Bicarbonates
3302015,262.8,Sakda,1-Apr-16,Total dissolved salts
3302016,0.124,Sakda,1-Apr-16,Ammonium
3302017,0.018,Sakda,1-Apr-16,Nitrites
3302018,1.869,Sakda,1-Apr-16,Nitrates
3302019,2.41,Sakda,1-Apr-16,Total nitrogen
3302020,0.062,Sakda,1-Apr-16,Orthophosphate-phosphorus
3302021,0.114,Sakda,1-Apr-16,Total phosphorus
3302022,0.084,Sakda,1-Apr-16,Total dissolved phosphorus
3302023,61.72,Sakda,1-Apr-16,Calcium
3302024,12.16,Sakda,1-Apr-16,Magnesium
3302025,24.55,Sakda,1-Apr-16,Chlorides
3302026,44.49,Sakda,1-Apr-16,Sulphates
3302027,0,Sakda,1-Apr-16,Zinc
3302029,5.84,Sakda,1-Apr-16,Copper
3302031,0.59,Sakda,1-Apr-16,Chromium
3302033,0,Sakda,1-Apr-16,Lead
3302035,0,Sakda,1-Apr-16,Cadmium
3302037,0,Sakda,1-Apr-16,Mercury
3302039,1.5,Sakda,1-Apr-16,Nickel
3302041,2,Sakda,1-Apr-16,Arsenic
3302043,1.9,Sakda,1-Apr-16,Biochemical Oxygen
3302044,9.48,Sakda,1-Apr-16,Chemical Oxygen Demand (Cr)
3302045,4.03,Sakda,1-Apr-16,Chemical Oxygen Demand (Mn)
3302046,0,Sakda,1-Apr-16,Atrazine
3302047,0,Sakda,1-Apr-16,"p,p-DDT"
3302048,0,Sakda,1-Apr-16,gamma-Hexachlorocyclohexane
3302540,13,Sakda,1-Apr-16,Water temperature
3302543,10.17,Sakda,1-Apr-16,Dissolved oxygen
3302544,96.49,Sakda,1-Apr-16,Oxygen saturation
3302546,207.726,Sakda,1-Apr-16,Total hardness
3302547,192.15,Sakda,1-Apr-16,Bicarbonates
3302550,252.4,Sakda,1-Apr-16,Total dissolved salts
3302551,0.11,Sakda,1-Apr-16,Ammonium
3302552,0.017,Sakda,1-Apr-16,Nitrites
3302553,1.84,Sakda,1-Apr-16,Nitrates
3302554,2.36,Sakda,1-Apr-16,Total nitrogen
3302555,0.061,Sakda,1-Apr-16,Orthophosphate-phosphorus
3302556,0.1,Sakda,1-Apr-16,Total phosphorus
3302557,0.078,Sakda,1-Apr-16,Total dissolved phosphorus
3302558,60.92,Sakda,1-Apr-16,Calcium
3302559,13.62,Sakda,1-Apr-16,Magnesium
3302560,24.16,Sakda,1-Apr-16,Chlorides
3302561,44.43,Sakda,1-Apr-16,Sulphates
3302562,0,Sakda,1-Apr-16,Zinc
3302564,5.23,Sakda,1-Apr-16,Copper
3302566,0.58,Sakda,1-Apr-16,Chromium
3302568,0,Sakda,1-Apr-16,Lead
3302570,0,Sakda,1-Apr-16,Cadmium
3302572,0,Sakda,1-Apr-16,Mercury
3302574,1.5,Sakda,1-Apr-16,Nickel
3302576,2,Sakda,1-Apr-16,Arsenic
3302578,1.94,Sakda,1-Apr-16,Biochemical Oxygen
3302579,9.88,Sakda,1-Apr-16,Chemical Oxygen Demand (Cr)
3302580,3.84,Sakda,1-Apr-16,Chemical Oxygen Demand (Mn)
3302581,0,Sakda,1-Apr-16,Atrazine
3302582,0,Sakda,1-Apr-16,"p,p-DDT"
3302583,0,Sakda,1-Apr-16,gamma-Hexachlorocyclohexane
3303075,13.1,Sakda,1-Apr-16,Water temperature
3303078,10.09,Sakda,1-Apr-16,Dissolved oxygen
3303079,95.73,Sakda,1-Apr-16,Oxygen saturation
3303081,207.73,Sakda,1-Apr-16,Total hardness
3303082,195.2,Sakda,1-Apr-16,Bicarbonates
3303085,248.4,Sakda,1-Apr-16,Total dissolved salts
3303086,0.12,Sakda,1-Apr-16,Ammonium
3303087,0.017,Sakda,1-Apr-16,Nitrites
3303088,1.799,Sakda,1-Apr-16,Nitrates
3303089,2.32,Sakda,1-Apr-16,Total nitrogen
3303090,0.063,Sakda,1-Apr-16,Orthophosphate-phosphorus
3303091,0.11,Sakda,1-Apr-16,Total phosphorus
3303092,0.08,Sakda,1-Apr-16,Total dissolved phosphorus
3303093,60.92,Sakda,1-Apr-16,Calcium
3303094,13.62,Sakda,1-Apr-16,Magnesium
3303095,24.55,Sakda,1-Apr-16,Chlorides
3303096,43.77,Sakda,1-Apr-16,Sulphates
3303097,0,Sakda,1-Apr-16,Zinc
3303099,5.51,Sakda,1-Apr-16,Copper
3303101,0.58,Sakda,1-Apr-16,Chromium
3303103,0,Sakda,1-Apr-16,Lead
3303105,0,Sakda,1-Apr-16,Cadmium
3303107,0,Sakda,1-Apr-16,Mercury
3303109,1.29,Sakda,1-Apr-16,Nickel
3303111,2.1,Sakda,1-Apr-16,Arsenic
3303113,1.87,Sakda,1-Apr-16,Biochemical Oxygen
3303114,10.27,Sakda,1-Apr-16,Chemical Oxygen Demand (Cr)
3303115,3.9,Sakda,1-Apr-16,Chemical Oxygen Demand (Mn)
3303116,0,Sakda,1-Apr-16,Atrazine
3303117,0,Sakda,1-Apr-16,"p,p-DDT"
3303118,0,Sakda,1-Apr-16,gamma-Hexachlorocyclohexane
3291519,8,Tansanee,2-Apr-16,Water temperature
3291522,9.82,Tansanee,2-Apr-16,Dissolved oxygen
3291523,92.38,Tansanee,2-Apr-16,Oxygen saturation
3291525,308.308,Tansanee,2-Apr-16,Total hardness
3291526,268.33,Tansanee,2-Apr-16,Bicarbonates
3291529,788,Tansanee,2-Apr-16,Total dissolved salts
3291530,0.135,Tansanee,2-Apr-16,Ammonium
3291531,0.036,Tansanee,2-Apr-16,Nitrites
3291532,1.345,Tansanee,2-Apr-16,Nitrates
3291533,2.67,Tansanee,2-Apr-16,Total nitrogen
3291534,0.083,Tansanee,2-Apr-16,Orthophosphate-phosphorus
3291535,0.14,Tansanee,2-Apr-16,Total phosphorus
3291536,96.192,Tansanee,2-Apr-16,Calcium
3291537,16.538,Tansanee,2-Apr-16,Magnesium
3291538,194.86,Tansanee,2-Apr-16,Chlorides
3291539,117.66,Tansanee,2-Apr-16,Sulphates
3291547,1.5,Tansanee,2-Apr-16,Biochemical Oxygen
3291548,41.174,Tansanee,2-Apr-16,Chemical Oxygen Demand (Cr)
3291549,2.173,Tansanee,2-Apr-16,Chemical Oxygen Demand (Mn)
3291550,0,Tansanee,2-Apr-16,Anionic active surfactants
3291551,0.4621,Tansanee,2-Apr-16,Petroleum hydrocarbons
3291553,0,Tansanee,2-Apr-16,Atrazine
3291554,0,Tansanee,2-Apr-16,"p,p-DDT"
3291555,0,Tansanee,2-Apr-16,gamma-Hexachlorocyclohexane
3294841,12,Chai,2-Apr-16,Water temperature
3294843,12,Chai,3-Apr-16,Water temperature
3294845,12,Chai,4-Apr-16,Water temperature
3294847,12,Chai,5-Apr-16,Water temperature
3294849,12.4,Chai,6-Apr-16,Water temperature
3294851,12.4,Chai,7-Apr-16,Water temperature
3281149,11.2,Somchair,8-Apr-16,Water temperature
3281152,10.3,Somchair,8-Apr-16,Dissolved oxygen
3281154,238.35,Somchair,8-Apr-16,Total hardness
3281157,594,Somchair,8-Apr-16,Total dissolved salts
3281158,0.071,Somchair,8-Apr-16,Ammonium
3281159,0.023,Somchair,8-Apr-16,Nitrites
3281160,1.97,Somchair,8-Apr-16,Nitrates
3281161,2.3,Somchair,8-Apr-16,Total nitrogen
3281162,0.017,Somchair,8-Apr-16,Orthophosphate-phosphorus
3281163,0.052,Somchair,8-Apr-16,Total phosphorus
3281164,0.024,Somchair,8-Apr-16,Total dissolved phosphorus
3281165,44,Somchair,8-Apr-16,Calcium
3281166,31.4,Somchair,8-Apr-16,Magnesium
3281167,111.76,Somchair,8-Apr-16,Chlorides
3281168,66.47,Somchair,8-Apr-16,Sulphates
3281172,3.96,Somchair,8-Apr-16,Lead
3281174,0.5084,Somchair,8-Apr-16,Cadmium
3281176,0.024,Somchair,8-Apr-16,Mercury
3281178,0,Somchair,8-Apr-16,Nickel
3281181,2.3,Somchair,8-Apr-16,Biochemical Oxygen
3281182,25.79,Somchair,8-Apr-16,Chemical Oxygen Demand (Cr)
3281183,4,Somchair,8-Apr-16,Chemical Oxygen Demand (Mn)
