value,location,sample date,measure
0.099,Chai,3-Jun-16,Mercury
0.1,Kannika,3-Jun-16,Total dissolved phosphorus
0.108,Kannika,3-Jun-16,Total dissolved phosphorus
0.124,Kannika,3-Jun-16,Ammonium
0.134,Kannika,3-Jun-16,Ammonium
0.137,Kannika,3-Jun-16,Ammonium
0.17,Kannika,3-Jun-16,Cadmium
0.173,Kannika,3-Jun-16,Total phosphorus
0.176,Kannika,3-Jun-16,Total phosphorus
0.18,Kannika,3-Jun-16,Cadmium
0.183,Kannika,3-Jun-16,Total phosphorus
0.19,Kannika,3-Jun-16,Cadmium
0.549,Kannika,3-Jun-16,Nitrates
0.57,Kannika,3-Jun-16,Nitrates
0.59,Kannika,3-Jun-16,Nitrates
0.69,Boonsri,3-Jun-16,Nitrates
0.9,Chai,3-Jun-16,Biochemical Oxygen
0.956,Boonsri,3-Jun-16,Total nitrogen
1,Kannika,3-Jun-16,Biochemical Oxygen
1.02,Chai,3-Jun-16,Biochemical Oxygen
1.09,Kannika,3-Jun-16,Biochemical Oxygen
1.11,Chai,3-Jun-16,Biochemical Oxygen
1.14,Kannika,3-Jun-16,Biochemical Oxygen
1.31,Kannika,3-Jun-16,Total nitrogen
1.316,Kannika,3-Jun-16,Total nitrogen
1.326,Kannika,3-Jun-16,Total nitrogen
1.497,Chai,3-Jun-16,Nitrates
1.62,Kannika,3-Jun-16,Chromium
1.63,Chai,3-Jun-16,Nitrates
1.66,Kannika,3-Jun-16,Chromium
1.75,Chai,3-Jun-16,Nitrates
1.76,Kannika,3-Jun-16,Chromium
1.81,Chai,3-Jun-16,Total nitrogen
1.82,Kannika,3-Jun-16,Lead
1.9,Boonsri,3-Jun-16,Biochemical Oxygen
1.91,Chai,3-Jun-16,Total nitrogen
1.973,Chai,3-Jun-16,Lead
1.973,Chai,3-Jun-16,Lead
1.973,Chai,3-Jun-16,Lead
2.08,Chai,3-Jun-16,Total nitrogen
2.1,Kannika,3-Jun-16,Arsenic
2.2,Kannika,3-Jun-16,Arsenic
2.2,Kannika,3-Jun-16,Arsenic
2.82,Kannika,3-Jun-16,Lead
2.896,Chai,3-Jun-16,Nickel
3.07,Chai,3-Jun-16,Chemical Oxygen Demand (Mn)
3.08,Kannika,3-Jun-16,Lead
3.54,Chai,3-Jun-16,Chemical Oxygen Demand (Mn)
3.96,Kannika,3-Jun-16,Chemical Oxygen Demand (Mn)
4,Chai,3-Jun-16,Chemical Oxygen Demand (Mn)
4.03,Kannika,3-Jun-16,Chemical Oxygen Demand (Mn)
4.03,Kannika,3-Jun-16,Chemical Oxygen Demand (Mn)
4.69,Kannika,3-Jun-16,Nickel
4.79,Kannika,3-Jun-16,Nickel
5.1,Kannika,3-Jun-16,Nickel
7.18,Kannika,3-Jun-16,Dissolved oxygen
7.26,Kannika,3-Jun-16,Dissolved oxygen
7.3,Kannika,3-Jun-16,Magnesium
7.32,Kannika,3-Jun-16,Dissolved oxygen
7.68,Chai,3-Jun-16,Dissolved oxygen
7.77,Chai,3-Jun-16,Dissolved oxygen
7.78,Kannika,3-Jun-16,Magnesium
7.9,Chai,3-Jun-16,Dissolved oxygen
8.27,Kannika,3-Jun-16,Magnesium
9.2,Chai,3-Jun-16,Magnesium
9.2,Chai,3-Jun-16,Magnesium
9.31,Kannika,3-Jun-16,Copper
9.68,Kannika,3-Jun-16,Copper
9.81,Kannika,3-Jun-16,Copper
10.57,Kannika,3-Jun-16,Chemical Oxygen Demand (Cr)
11.36,Kannika,3-Jun-16,Chemical Oxygen Demand (Cr)
11.6,Chai,3-Jun-16,Magnesium
11.75,Kannika,3-Jun-16,Chemical Oxygen Demand (Cr)
15.47,Chai,3-Jun-16,Chlorides
16.16,Chai,3-Jun-16,Chlorides
17.53,Chai,3-Jun-16,Chlorides
18.7,Chai,3-Jun-16,Water temperature
18.8,Chai,3-Jun-16,Water temperature
18.8,Chai,3-Jun-16,Water temperature
18.8,Kannika,3-Jun-16,Chlorides
19.59,Kannika,3-Jun-16,Chlorides
19.68,Chai,3-Jun-16,Chemical Oxygen Demand (Cr)
19.9,Kannika,3-Jun-16,Water temperature
20,Boonsri,3-Jun-16,Water temperature
20,Kannika,3-Jun-16,Water temperature
20,Kannika,3-Jun-16,Water temperature
20.37,Kannika,3-Jun-16,Chlorides
21.65,Chai,3-Jun-16,Chemical Oxygen Demand (Cr)
25.18,Kannika,3-Jun-16,Sulphates
25.58,Chai,3-Jun-16,Chemical Oxygen Demand (Cr)
25.94,Kannika,3-Jun-16,Sulphates
26.64,Kannika,3-Jun-16,Sulphates
46,Chai,3-Jun-16,Calcium
46,Chai,3-Jun-16,Calcium
46,Chai,3-Jun-16,Calcium
55.31,Kannika,3-Jun-16,Calcium
56.11,Kannika,3-Jun-16,Calcium
56.11,Kannika,3-Jun-16,Calcium
78.99,Kannika,3-Jun-16,Oxygen saturation
79.87,Kannika,3-Jun-16,Oxygen saturation
80.53,Kannika,3-Jun-16,Oxygen saturation
152.724,Chai,3-Jun-16,Total hardness
152.724,Chai,3-Jun-16,Total hardness
158.6,Kannika,3-Jun-16,Bicarbonates
162.692,Chai,3-Jun-16,Total hardness
164.7,Kannika,3-Jun-16,Bicarbonates
164.7,Kannika,3-Jun-16,Bicarbonates
167.676,Kannika,3-Jun-16,Total hardness
171.77,Kannika,3-Jun-16,Total hardness
173.728,Kannika,3-Jun-16,Total hardness
237,Chai,3-Jun-16,Total dissolved salts
237,Kannika,3-Jun-16,Total dissolved salts
238,Chai,3-Jun-16,Total dissolved salts
242.2,Kannika,3-Jun-16,Total dissolved salts
244,Chai,3-Jun-16,Total dissolved salts
245.4,Kannika,3-Jun-16,Total dissolved salts
19,Chai,4-Jun-16,Water temperature
19.4,Chai,5-Jun-16,Water temperature
19.4,Chai,6-Jun-16,Water temperature
19.4,Chai,7-Jun-16,Water temperature
19.2,Chai,8-Jun-16,Water temperature
19.4,Chai,9-Jun-16,Water temperature
20,Chai,10-Jun-16,Water temperature
0,Achara,11-Jun-16,Cadmium
0,Achara,11-Jun-16,Mercury
0,Achara,11-Jun-16,Anionic active surfactants
0,Achara,11-Jun-16,Petroleum hydrocarbons
0,Achara,11-Jun-16,Atrazine
0,Achara,11-Jun-16,"p,p-DDT"
0,Achara,11-Jun-16,gamma-Hexachlorocyclohexane
0,Sakda,11-Jun-16,Orthophosphate-phosphorus
0,Sakda,11-Jun-16,Zinc
0,Sakda,11-Jun-16,Mercury
0,Sakda,11-Jun-16,Atrazine
0,Sakda,11-Jun-16,"p,p-DDT"
0,Sakda,11-Jun-16,gamma-Hexachlorocyclohexane
0,Sakda,11-Jun-16,Orthophosphate-phosphorus
0,Sakda,11-Jun-16,Zinc
0,Sakda,11-Jun-16,Mercury
0,Sakda,11-Jun-16,Atrazine
0,Sakda,11-Jun-16,"p,p-DDT"
0,Sakda,11-Jun-16,gamma-Hexachlorocyclohexane
0,Sakda,11-Jun-16,Orthophosphate-phosphorus
0,Sakda,11-Jun-16,Zinc
0,Sakda,11-Jun-16,Mercury
0,Sakda,11-Jun-16,Atrazine
0,Sakda,11-Jun-16,"p,p-DDT"
0,Sakda,11-Jun-16,gamma-Hexachlorocyclohexane
0.003,Sakda,11-Jun-16,Nitrites
0.003,Sakda,11-Jun-16,Nitrites
0.003,Sakda,11-Jun-16,Nitrites
0.027,Achara,11-Jun-16,Nitrites
0.037,Achara,11-Jun-16,Orthophosphate-phosphorus
0.043,Achara,11-Jun-16,Total phosphorus
0.05,Achara,11-Jun-16,Ammonium
0.057,Sakda,11-Jun-16,Total dissolved phosphorus
0.059,Sakda,11-Jun-16,Total dissolved phosphorus
0.06,Sakda,11-Jun-16,Total dissolved phosphorus
0.075,Sakda,11-Jun-16,Ammonium
0.078,Sakda,11-Jun-16,Ammonium
0.081,Sakda,11-Jun-16,Ammonium
0.087,Sakda,11-Jun-16,Total phosphorus
0.088,Sakda,11-Jun-16,Total phosphorus
0.089,Sakda,11-Jun-16,Total phosphorus
0.19,Sakda,11-Jun-16,Cadmium
0.19,Sakda,11-Jun-16,Cadmium
0.19,Sakda,11-Jun-16,Cadmium
0.695,Sakda,11-Jun-16,Nitrates
0.72,Sakda,11-Jun-16,Nitrates
0.72,Sakda,11-Jun-16,Nitrates
0.97,Achara,11-Jun-16,Nitrates
1.273,Sakda,11-Jun-16,Total nitrogen
1.29,Achara,11-Jun-16,Total nitrogen
1.29,Sakda,11-Jun-16,Lead
1.315,Sakda,11-Jun-16,Total nitrogen
1.36,Sakda,11-Jun-16,Lead
1.38,Sakda,11-Jun-16,Lead
1.48,Sakda,11-Jun-16,Total nitrogen
1.56,Sakda,11-Jun-16,Biochemical Oxygen
1.63,Sakda,11-Jun-16,Biochemical Oxygen
1.64,Sakda,11-Jun-16,Chromium
1.7,Sakda,11-Jun-16,Biochemical Oxygen
1.8,Achara,11-Jun-16,Dissolved silicates
2,Sakda,11-Jun-16,Arsenic
2.01,Sakda,11-Jun-16,Chromium
2.1,Sakda,11-Jun-16,Arsenic
2.2,Sakda,11-Jun-16,Arsenic
2.5,Sakda,11-Jun-16,Chromium
2.6,Achara,11-Jun-16,Potassium
2.6,Achara,11-Jun-16,Biochemical Oxygen
3.63,Sakda,11-Jun-16,Nickel
3.65,Sakda,11-Jun-16,Nickel
3.8,Achara,11-Jun-16,Chemical Oxygen Demand (Mn)
3.94,Sakda,11-Jun-16,Nickel
4.16,Sakda,11-Jun-16,Chemical Oxygen Demand (Mn)
4.22,Sakda,11-Jun-16,Chemical Oxygen Demand (Mn)
4.22,Sakda,11-Jun-16,Chemical Oxygen Demand (Mn)
5,Achara,11-Jun-16,Chemical Oxygen Demand (Cr)
6.04,Sakda,11-Jun-16,Copper
6.13,Sakda,11-Jun-16,Copper
6.28,Sakda,11-Jun-16,Copper
6.83,Sakda,11-Jun-16,Dissolved oxygen
6.89,Sakda,11-Jun-16,Dissolved oxygen
6.9,Achara,11-Jun-16,Magnesium
6.92,Sakda,11-Jun-16,Dissolved oxygen
8.7,Achara,11-Jun-16,Sodium
10.2,Achara,11-Jun-16,Dissolved oxygen
11.6,Achara,11-Jun-16,Chlorides
12.65,Sakda,11-Jun-16,Magnesium
13.13,Sakda,11-Jun-16,Magnesium
13.62,Sakda,11-Jun-16,Magnesium
17.16,Sakda,11-Jun-16,Chlorides
17.52,Sakda,11-Jun-16,Chlorides
17.89,Sakda,11-Jun-16,Chlorides
20.4,Chai,11-Jun-16,Water temperature
20.9,Achara,11-Jun-16,Sulphates
21.33,Sakda,11-Jun-16,Chemical Oxygen Demand (Cr)
21.7,Sakda,11-Jun-16,Water temperature
21.8,Sakda,11-Jun-16,Water temperature
21.8,Sakda,11-Jun-16,Water temperature
22.11,Sakda,11-Jun-16,Chemical Oxygen Demand (Cr)
22.5,Sakda,11-Jun-16,Chemical Oxygen Demand (Cr)
26,Achara,11-Jun-16,Water temperature
33.64,Sakda,11-Jun-16,Sulphates
34.66,Sakda,11-Jun-16,Sulphates
35.6,Achara,11-Jun-16,Calcium
36.05,Sakda,11-Jun-16,Sulphates
51.3,Sakda,11-Jun-16,Calcium
52.1,Sakda,11-Jun-16,Calcium
52.1,Sakda,11-Jun-16,Calcium
78.15,Sakda,11-Jun-16,Oxygen saturation
78.83,Sakda,11-Jun-16,Oxygen saturation
79.18,Sakda,11-Jun-16,Oxygen saturation
115.9,Achara,11-Jun-16,Bicarbonates
117,Achara,11-Jun-16,Total hardness
125,Achara,11-Jun-16,Oxygen saturation
158,Achara,11-Jun-16,Total dissolved salts
174.58,Sakda,11-Jun-16,Bicarbonates
177.81,Sakda,11-Jun-16,Bicarbonates
177.81,Sakda,11-Jun-16,Bicarbonates
181.738,Sakda,11-Jun-16,Total hardness
183.696,Sakda,11-Jun-16,Total hardness
183.696,Sakda,11-Jun-16,Total hardness
198.8,Sakda,11-Jun-16,Total dissolved salts
206,Sakda,11-Jun-16,Total dissolved salts
211.6,Sakda,11-Jun-16,Total dissolved salts
0.006,Decha,12-Jun-16,Nitrites
0.032,Decha,12-Jun-16,Orthophosphate-phosphorus
0.055,Decha,12-Jun-16,Ammonium
0.101,Decha,12-Jun-16,Total phosphorus
0.226,Decha,12-Jun-16,Nitrates
0.639,Decha,12-Jun-16,Total nitrogen
9.7,Decha,12-Jun-16,Dissolved oxygen
21,Chai,12-Jun-16,Water temperature
102.5,Decha,12-Jun-16,Oxygen saturation
0,Tansanee,13-Jun-16,Anionic active surfactants
0,Tansanee,13-Jun-16,Atrazine
0,Tansanee,13-Jun-16,"p,p-DDT"
0,Tansanee,13-Jun-16,gamma-Hexachlorocyclohexane
0.024,Busarakhan,13-Jun-16,Methylosmoline
0.035,Somchair,13-Jun-16,Chlorodinine
0.058,Busarakhan,13-Jun-16,Chlorodinine
0.101,Tansanee,13-Jun-16,Orthophosphate-phosphorus
0.115,Tansanee,13-Jun-16,Ammonium
0.131,Tansanee,13-Jun-16,Nitrites
0.133,Tansanee,13-Jun-16,Total phosphorus
0.1857,Tansanee,13-Jun-16,Petroleum hydrocarbons
2.379,Tansanee,13-Jun-16,Nitrates
4.718,Tansanee,13-Jun-16,Total nitrogen
5.396,Somchair,13-Jun-16,AGOC-3A
5.813,Busarakhan,13-Jun-16,AGOC-3A
6.14,Tansanee,13-Jun-16,Dissolved oxygen
6.98,Tansanee,13-Jun-16,Biochemical Oxygen
10.222,Tansanee,13-Jun-16,Chemical Oxygen Demand (Mn)
14.317,Tansanee,13-Jun-16,Magnesium
21,Chai,13-Jun-16,Water temperature
27,Tansanee,13-Jun-16,Water temperature
75.71,Tansanee,13-Jun-16,Oxygen saturation
76.481,Tansanee,13-Jun-16,Calcium
90.445,Tansanee,13-Jun-16,Chemical Oxygen Demand (Cr)
90.78,Tansanee,13-Jun-16,Sulphates
112.32,Tansanee,13-Jun-16,Chlorides
130.474,Somchair,13-Jun-16,Methylosmoline
230.891,Tansanee,13-Jun-16,Bicarbonates
249.94,Tansanee,13-Jun-16,Total hardness
579,Tansanee,13-Jun-16,Total dissolved salts
22,Chai,14-Jun-16,Water temperature
22,Chai,15-Jun-16,Water temperature
0,Boonsri,16-Jun-16,Petroleum hydrocarbons
0,Boonsri,16-Jun-16,Atrazine
0,Boonsri,16-Jun-16,"p,p-DDT"
0,Boonsri,16-Jun-16,gamma-Hexachlorocyclohexane
0,Boonsri,16-Jun-16,Petroleum hydrocarbons
0,Boonsri,16-Jun-16,Atrazine
0,Boonsri,16-Jun-16,"p,p-DDT"
0,Boonsri,16-Jun-16,gamma-Hexachlorocyclohexane
0,Boonsri,16-Jun-16,Petroleum hydrocarbons
0,Boonsri,16-Jun-16,Atrazine
0,Boonsri,16-Jun-16,"p,p-DDT"
0,Boonsri,16-Jun-16,gamma-Hexachlorocyclohexane
0,Somchair,16-Jun-16,Atrazine
0,Somchair,16-Jun-16,"p,p-DDT"
0,Somchair,16-Jun-16,gamma-Hexachlorocyclohexane
0,Busarakhan,16-Jun-16,Cadmium
0,Busarakhan,16-Jun-16,Atrazine
0,Busarakhan,16-Jun-16,"p,p-DDT"
0,Busarakhan,16-Jun-16,gamma-Hexachlorocyclohexane
0.015,Somchair,16-Jun-16,Orthophosphate-phosphorus
0.017,Busarakhan,16-Jun-16,Nitrites
0.02,Boonsri,16-Jun-16,Nitrites
0.021,Boonsri,16-Jun-16,Nitrites
0.023,Boonsri,16-Jun-16,Nitrites
0.023,Somchair,16-Jun-16,Nitrites
0.033,Boonsri,16-Jun-16,Orthophosphate-phosphorus
0.035,Somchair,16-Jun-16,Mercury
0.039,Boonsri,16-Jun-16,Total dissolved phosphorus
0.041,Boonsri,16-Jun-16,Orthophosphate-phosphorus
0.042,Boonsri,16-Jun-16,Orthophosphate-phosphorus
0.045,Boonsri,16-Jun-16,Total dissolved phosphorus
0.047,Boonsri,16-Jun-16,Total dissolved phosphorus
0.048,Boonsri,16-Jun-16,Ammonium
0.048,Boonsri,16-Jun-16,Total phosphorus
0.0503,Busarakhan,16-Jun-16,Orthophosphate-phosphorus
0.052,Boonsri,16-Jun-16,Total phosphorus
0.052,Boonsri,16-Jun-16,Total phosphorus
0.062,Boonsri,16-Jun-16,Ammonium
0.063,Boonsri,16-Jun-16,Ammonium
0.076,Somchair,16-Jun-16,Total dissolved phosphorus
0.078,Busarakhan,16-Jun-16,Total dissolved phosphorus
0.079,Somchair,16-Jun-16,Ammonium
0.084,Somchair,16-Jun-16,Total phosphorus
0.112,Busarakhan,16-Jun-16,Ammonium
0.121,Busarakhan,16-Jun-16,Total phosphorus
0.138,Boonsri,16-Jun-16,Anionic active surfactants
0.153,Boonsri,16-Jun-16,Anionic active surfactants
0.176,Boonsri,16-Jun-16,Anionic active surfactants
0.606,Busarakhan,16-Jun-16,Nitrates
0.7032,Somchair,16-Jun-16,Cadmium
0.95,Boonsri,16-Jun-16,Nitrates
0.98,Boonsri,16-Jun-16,Nitrates
1.03,Boonsri,16-Jun-16,Nitrates
1.157,Busarakhan,16-Jun-16,Total nitrogen
1.326,Boonsri,16-Jun-16,Total nitrogen
1.432,Boonsri,16-Jun-16,Total nitrogen
1.5,Somchair,16-Jun-16,Nitrates
1.506,Boonsri,16-Jun-16,Total nitrogen
1.973,Busarakhan,16-Jun-16,Lead
1.99,Somchair,16-Jun-16,Total nitrogen
2.03,Boonsri,16-Jun-16,Biochemical Oxygen
2.196,Busarakhan,16-Jun-16,Nickel
2.22,Boonsri,16-Jun-16,Biochemical Oxygen
2.34,Boonsri,16-Jun-16,Chemical Oxygen Demand (Mn)
2.371,Somchair,16-Jun-16,Nickel
2.4,Busarakhan,16-Jun-16,Biochemical Oxygen
2.42,Boonsri,16-Jun-16,Biochemical Oxygen
2.5,Boonsri,16-Jun-16,Chemical Oxygen Demand (Mn)
2.62,Boonsri,16-Jun-16,Chemical Oxygen Demand (Mn)
3,Boonsri,16-Jun-16,Potassium
3,Boonsri,16-Jun-16,Potassium
3,Boonsri,16-Jun-16,Potassium
3.571,Boonsri,16-Jun-16,Total organic carbon
3.6,Boonsri,16-Jun-16,Total organic carbon
3.681,Boonsri,16-Jun-16,Total organic carbon
6.01,Somchair,16-Jun-16,Biochemical Oxygen
6.1,Boonsri,16-Jun-16,Dissolved oxygen
6.2,Boonsri,16-Jun-16,Dissolved oxygen
6.67,Somchair,16-Jun-16,Lead
7,Boonsri,16-Jun-16,Dissolved oxygen
7.96,Somchair,16-Jun-16,Dissolved oxygen
8.33,Busarakhan,16-Jun-16,Dissolved oxygen
10.67,Boonsri,16-Jun-16,Magnesium
10.67,Boonsri,16-Jun-16,Magnesium
10.76,Somchair,16-Jun-16,Chemical Oxygen Demand (Mn)
11.64,Boonsri,16-Jun-16,Magnesium
11.65,Boonsri,16-Jun-16,Chemical Oxygen Demand (Cr)
11.76,Boonsri,16-Jun-16,Chemical Oxygen Demand (Cr)
12.1,Boonsri,16-Jun-16,Chemical Oxygen Demand (Cr)
14.2,Somchair,16-Jun-16,Magnesium
16.512,Boonsri,16-Jun-16,Chlorides
16.512,Boonsri,16-Jun-16,Chlorides
16.879,Boonsri,16-Jun-16,Chlorides
17,Boonsri,16-Jun-16,Sodium
17,Boonsri,16-Jun-16,Sodium
17.8,Busarakhan,16-Jun-16,Magnesium
18,Boonsri,16-Jun-16,Sodium
19.3,Boonsri,16-Jun-16,Sulphates
20.93,Boonsri,16-Jun-16,Sulphates
21,Boonsri,16-Jun-16,Water temperature
21,Boonsri,16-Jun-16,Water temperature
21,Boonsri,16-Jun-16,Water temperature
22,Chai,16-Jun-16,Water temperature
22.6,Busarakhan,16-Jun-16,Water temperature
22.74,Boonsri,16-Jun-16,Sulphates
22.9,Somchair,16-Jun-16,Water temperature
29.52,Busarakhan,16-Jun-16,Chemical Oxygen Demand (Cr)
34.72,Busarakhan,16-Jun-16,Chlorides
44.22,Boonsri,16-Jun-16,Calcium
45.8,Boonsri,16-Jun-16,Calcium
45.8,Boonsri,16-Jun-16,Calcium
51.17,Somchair,16-Jun-16,Chemical Oxygen Demand (Cr)
57.8,Busarakhan,16-Jun-16,Calcium
67,Somchair,16-Jun-16,Calcium
70.28,Boonsri,16-Jun-16,Oxygen saturation
71.43,Boonsri,16-Jun-16,Oxygen saturation
77.37,Somchair,16-Jun-16,Chlorides
80.65,Boonsri,16-Jun-16,Oxygen saturation
147.62,Boonsri,16-Jun-16,Bicarbonates
153.69,Boonsri,16-Jun-16,Total hardness
157.61,Boonsri,16-Jun-16,Total hardness
161.53,Boonsri,16-Jun-16,Total hardness
172.02,Boonsri,16-Jun-16,Bicarbonates
172.02,Boonsri,16-Jun-16,Bicarbonates
216.948,Busarakhan,16-Jun-16,Total hardness
222,Boonsri,16-Jun-16,Total dissolved salts
223,Boonsri,16-Jun-16,Total dissolved salts
225.17,Somchair,16-Jun-16,Total hardness
236,Boonsri,16-Jun-16,Total dissolved salts
422,Busarakhan,16-Jun-16,Total dissolved salts
506,Somchair,16-Jun-16,Total dissolved salts
0.005,Chai,17-Jun-16,Chlorodinine
0.012,Chai,17-Jun-16,Chlorodinine
0.034,Chai,17-Jun-16,Chlorodinine
0.102,Chai,17-Jun-16,AGOC-3A
0.181,Chai,17-Jun-16,AGOC-3A
0.271,Chai,17-Jun-16,AGOC-3A
1.263,Chai,17-Jun-16,Methylosmoline
1.289,Chai,17-Jun-16,Methylosmoline
1.338,Chai,17-Jun-16,Methylosmoline
22.4,Chai,17-Jun-16,Water temperature
22.4,Chai,18-Jun-16,Water temperature
0,Decha,19-Jun-16,Anionic active surfactants
0,Decha,19-Jun-16,Petroleum hydrocarbons
0,Kohsoom,19-Jun-16,Petroleum hydrocarbons
0,Kohsoom,19-Jun-16,Atrazine
0,Kohsoom,19-Jun-16,"p,p-DDT"
0,Kohsoom,19-Jun-16,gamma-Hexachlorocyclohexane
0.002,Kannika,19-Jun-16,AGOC-3A
0.003,Kannika,19-Jun-16,Chlorodinine
0.003,Sakda,19-Jun-16,Chlorodinine
0.005,Sakda,19-Jun-16,Methylosmoline
0.007,Decha,19-Jun-16,Nitrites
0.008,Kannika,19-Jun-16,AGOC-3A
0.009,Sakda,19-Jun-16,AGOC-3A
0.018,Kannika,19-Jun-16,Chlorodinine
0.021,Sakda,19-Jun-16,Methylosmoline
0.023,Kannika,19-Jun-16,Chlorodinine
0.025,Sakda,19-Jun-16,AGOC-3A
0.031,Decha,19-Jun-16,Orthophosphate-phosphorus
0.031,Kannika,19-Jun-16,Methylosmoline
0.031,Sakda,19-Jun-16,Methylosmoline
0.034,Kannika,19-Jun-16,Methylosmoline
0.034,Sakda,19-Jun-16,Chlorodinine
0.051,Kannika,19-Jun-16,Methylosmoline
0.051,Sakda,19-Jun-16,Chlorodinine
0.0574,Kohsoom,19-Jun-16,Nitrites
0.065,Kannika,19-Jun-16,AGOC-3A
0.09,Decha,19-Jun-16,Ammonium
0.128,Sakda,19-Jun-16,AGOC-3A
0.169,Decha,19-Jun-16,Total phosphorus
0.3793,Kohsoom,19-Jun-16,Orthophosphate-phosphorus
0.397,Decha,19-Jun-16,Nitrates
0.442,Kohsoom,19-Jun-16,Total dissolved phosphorus
0.492,Kohsoom,19-Jun-16,Anionic active surfactants
0.5075,Kohsoom,19-Jun-16,Nitrates
0.523,Kohsoom,19-Jun-16,Total phosphorus
1.018,Decha,19-Jun-16,Total nitrogen
2.2,Kohsoom,19-Jun-16,Potassium
2.746,Kohsoom,19-Jun-16,Ammonium
4.19,Kohsoom,19-Jun-16,Total nitrogen
4.215,Kohsoom,19-Jun-16,Total organic carbon
4.5,Kohsoom,19-Jun-16,Biochemical Oxygen
5.1,Decha,19-Jun-16,Biochemical Oxygen
6.08,Kohsoom,19-Jun-16,Chemical Oxygen Demand (Mn)
6.39,Kohsoom,19-Jun-16,Dissolved oxygen
7.55,Decha,19-Jun-16,Potassium
9,Decha,19-Jun-16,Dissolved oxygen
12.6,Decha,19-Jun-16,Chemical Oxygen Demand (Mn)
13.51,Decha,19-Jun-16,Magnesium
14.16,Kohsoom,19-Jun-16,Magnesium
19,Kohsoom,19-Jun-16,Water temperature
22.4,Chai,19-Jun-16,Water temperature
23.2,Decha,19-Jun-16,Water temperature
23.2,Kohsoom,19-Jun-16,Sodium
30.1,Decha,19-Jun-16,Sulphates
35.089,Kohsoom,19-Jun-16,Chlorides
38.8,Kohsoom,19-Jun-16,Chemical Oxygen Demand (Cr)
46.79,Decha,19-Jun-16,Sodium
47.8,Decha,19-Jun-16,Calcium
53.719,Kohsoom,19-Jun-16,Sulphates
56.3,Decha,19-Jun-16,Chemical Oxygen Demand (Cr)
70.81,Kohsoom,19-Jun-16,Calcium
70.92,Kohsoom,19-Jun-16,Oxygen saturation
105.28,Decha,19-Jun-16,Oxygen saturation
107.48,Decha,19-Jun-16,Chlorides
128.8,Decha,19-Jun-16,Bicarbonates
175.36,Decha,19-Jun-16,Total hardness
186.202,Kohsoom,19-Jun-16,Total hardness
228.57,Kohsoom,19-Jun-16,Bicarbonates
331,Kohsoom,19-Jun-16,Total dissolved salts
332,Decha,19-Jun-16,Total dissolved salts
23,Chai,20-Jun-16,Water temperature
21.4,Chai,21-Jun-16,Water temperature
21.4,Chai,22-Jun-16,Water temperature
0.005,Boonsri,23-Jun-16,Chlorodinine
0.018,Chai,23-Jun-16,Nitrites
0.02,Chai,23-Jun-16,Nitrites
0.02,Kohsoom,23-Jun-16,AGOC-3A
0.021,Boonsri,23-Jun-16,Chlorodinine
0.025,Chai,23-Jun-16,Nitrites
0.027,Boonsri,23-Jun-16,AGOC-3A
0.046,Chai,23-Jun-16,Orthophosphate-phosphorus
0.05,Boonsri,23-Jun-16,Chlorodinine
0.051,Chai,23-Jun-16,Orthophosphate-phosphorus
0.051,Boonsri,23-Jun-16,Methylosmoline
0.061,Chai,23-Jun-16,Orthophosphate-phosphorus
0.067,Chai,23-Jun-16,Total dissolved phosphorus
0.073,Chai,23-Jun-16,Total dissolved phosphorus
0.096,Boonsri,23-Jun-16,Methylosmoline
0.106,Chai,23-Jun-16,Total dissolved phosphorus
0.109,Chai,23-Jun-16,Total phosphorus
0.129,Chai,23-Jun-16,Total phosphorus
0.138,Chai,23-Jun-16,Total phosphorus
0.256,Chai,23-Jun-16,Ammonium
0.283,Boonsri,23-Jun-16,Methylosmoline
0.286,Chai,23-Jun-16,Ammonium
0.315,Boonsri,23-Jun-16,AGOC-3A
0.374,Boonsri,23-Jun-16,AGOC-3A
0.425,Chai,23-Jun-16,Ammonium
0.436,Kohsoom,23-Jun-16,Chlorodinine
0.99,Chai,23-Jun-16,Nitrates
1,Chai,23-Jun-16,Biochemical Oxygen
1.017,Chai,23-Jun-16,Nitrates
1.034,Chai,23-Jun-16,Nitrates
1.08,Chai,23-Jun-16,Biochemical Oxygen
1.17,Chai,23-Jun-16,Biochemical Oxygen
2.09,Chai,23-Jun-16,Total nitrogen
2.11,Chai,23-Jun-16,Total nitrogen
2.19,Chai,23-Jun-16,Total nitrogen
7.65,Chai,23-Jun-16,Dissolved oxygen
7.72,Chai,23-Jun-16,Dissolved oxygen
7.74,Chai,23-Jun-16,Dissolved oxygen
21.2,Chai,23-Jun-16,Water temperature
21.3,Chai,23-Jun-16,Water temperature
21.3,Chai,23-Jun-16,Water temperature
53.031,Kohsoom,23-Jun-16,Methylosmoline
21.4,Chai,24-Jun-16,Water temperature
21.4,Chai,25-Jun-16,Water temperature
0.012,Somchair,26-Jun-16,Orthophosphate-phosphorus
0.014,Somchair,26-Jun-16,Nitrites
0.014,Busarakhan,26-Jun-16,Nitrites
0.024,Somchair,26-Jun-16,Total dissolved phosphorus
0.026,Busarakhan,26-Jun-16,Orthophosphate-phosphorus
0.043,Busarakhan,26-Jun-16,Total dissolved phosphorus
0.066,Somchair,26-Jun-16,Total phosphorus
0.07,Busarakhan,26-Jun-16,Total phosphorus
0.131,Somchair,26-Jun-16,Ammonium
