value,location,sample date,measure
19.6,Chai,22-Sep-16,Water temperature
22,Kohsoom,22-Sep-16,Water temperature
5.2,Kohsoom,22-Sep-16,Dissolved oxygen
60.96,Kohsoom,22-Sep-16,Oxygen saturation
263.111,Kohsoom,22-Sep-16,Total hardness
201.91,Kohsoom,22-Sep-16,Bicarbonates
296,Kohsoom,22-Sep-16,Total dissolved salts
1.888,Kohsoom,22-Sep-16,Ammonium
0.0571,Kohsoom,22-Sep-16,Nitrites
0.4815,Kohsoom,22-Sep-16,Nitrates
2.994,Kohsoom,22-Sep-16,Total nitrogen
0.275,Kohsoom,22-Sep-16,Orthophosphate-phosphorus
0.3756,Kohsoom,22-Sep-16,Total phosphorus
0.3298,Kohsoom,22-Sep-16,Total dissolved phosphorus
22.5,Kohsoom,22-Sep-16,Sodium
2.4,Kohsoom,22-Sep-16,Potassium
62.559,Kohsoom,22-Sep-16,Calcium
12.511,Kohsoom,22-Sep-16,Magnesium
35.62,Kohsoom,22-Sep-16,Chlorides
44.36,Kohsoom,22-Sep-16,Sulphates
3.8,Kohsoom,22-Sep-16,Biochemical Oxygen
46.27,Kohsoom,22-Sep-16,Chemical Oxygen Demand (Cr)
7.36,Kohsoom,22-Sep-16,Chemical Oxygen Demand (Mn)
3.001,Kohsoom,22-Sep-16,Total organic carbon
0.435,Kohsoom,22-Sep-16,Anionic active surfactants
0,Kohsoom,22-Sep-16,Petroleum hydrocarbons
26.5,Kohsoom,22-Sep-16,AOX
0,Kohsoom,22-Sep-16,Atrazine
0,Kohsoom,22-Sep-16,"p,p-DDT"
0,Kohsoom,22-Sep-16,gamma-Hexachlorocyclohexane
19.2,Chai,23-Sep-16,Water temperature
18,Somchair,24-Sep-16,Water temperature
9.51,Somchair,24-Sep-16,Dissolved oxygen
0.018,Somchair,24-Sep-16,Ammonium
0.009,Somchair,24-Sep-16,Nitrites
1.04,Somchair,24-Sep-16,Nitrates
1.263,Somchair,24-Sep-16,Total nitrogen
0,Somchair,24-Sep-16,Orthophosphate-phosphorus
0.101,Somchair,24-Sep-16,Total phosphorus
0.022,Somchair,24-Sep-16,Total dissolved phosphorus
1.37,Somchair,24-Sep-16,Biochemical Oxygen
17.1,Busarakhan,24-Sep-16,Water temperature
7.5,Busarakhan,24-Sep-16,Dissolved oxygen
0.055,Busarakhan,24-Sep-16,Ammonium
0.01,Busarakhan,24-Sep-16,Nitrites
0.894,Busarakhan,24-Sep-16,Nitrates
1.124,Busarakhan,24-Sep-16,Total nitrogen
0.039,Busarakhan,24-Sep-16,Orthophosphate-phosphorus
0.079,Busarakhan,24-Sep-16,Total phosphorus
0.048,Busarakhan,24-Sep-16,Total dissolved phosphorus
1.07,Busarakhan,24-Sep-16,Biochemical Oxygen
19.4,Chai,24-Sep-16,Water temperature
17.5,Chai,25-Sep-16,Water temperature
8.77,Chai,25-Sep-16,Dissolved oxygen
0.052,Chai,25-Sep-16,Ammonium
0.014,Chai,25-Sep-16,Nitrites
1.04,Chai,25-Sep-16,Nitrates
1.16,Chai,25-Sep-16,Total nitrogen
0.036,Chai,25-Sep-16,Orthophosphate-phosphorus
0.089,Chai,25-Sep-16,Total phosphorus
0.059,Chai,25-Sep-16,Total dissolved phosphorus
0.77,Chai,25-Sep-16,Biochemical Oxygen
17.2,Chai,25-Sep-16,Water temperature
8.81,Chai,25-Sep-16,Dissolved oxygen
0.051,Chai,25-Sep-16,Ammonium
0.011,Chai,25-Sep-16,Nitrites
0.988,Chai,25-Sep-16,Nitrates
1.19,Chai,25-Sep-16,Total nitrogen
0.036,Chai,25-Sep-16,Orthophosphate-phosphorus
0.08,Chai,25-Sep-16,Total phosphorus
0.052,Chai,25-Sep-16,Total dissolved phosphorus
0.8,Chai,25-Sep-16,Biochemical Oxygen
17.4,Chai,25-Sep-16,Water temperature
8.62,Chai,25-Sep-16,Dissolved oxygen
0.048,Chai,25-Sep-16,Ammonium
0.012,Chai,25-Sep-16,Nitrites
1.04,Chai,25-Sep-16,Nitrates
1.26,Chai,25-Sep-16,Total nitrogen
0.04,Chai,25-Sep-16,Orthophosphate-phosphorus
0.1,Chai,25-Sep-16,Total phosphorus
0.064,Chai,25-Sep-16,Total dissolved phosphorus
0.97,Chai,25-Sep-16,Biochemical Oxygen
0.271,Boonsri,25-Sep-16,AGOC-3A
0.061,Boonsri,25-Sep-16,Methylosmoline
0.009,Boonsri,25-Sep-16,Chlorodinine
0.033,Boonsri,25-Sep-16,AGOC-3A
0.052,Boonsri,25-Sep-16,Methylosmoline
0.017,Boonsri,25-Sep-16,Chlorodinine
0.038,Boonsri,25-Sep-16,AGOC-3A
0.04,Boonsri,25-Sep-16,Methylosmoline
0.06,Boonsri,25-Sep-16,Chlorodinine
18.4,Chai,26-Sep-16,Water temperature
18,Chai,27-Sep-16,Water temperature
18,Chai,28-Sep-16,Water temperature
18,Chai,29-Sep-16,Water temperature
0.002,Kohsoom,29-Sep-16,AGOC-3A
53.024,Kohsoom,29-Sep-16,Methylosmoline
0.054,Kohsoom,29-Sep-16,Chlorodinine
18,Chai,30-Sep-16,Water temperature
0.068,Somchair,30-Sep-16,AGOC-3A
130.475,Somchair,30-Sep-16,Methylosmoline
0.022,Somchair,30-Sep-16,Chlorodinine
0.018,Busarakhan,30-Sep-16,AGOC-3A
0.063,Busarakhan,30-Sep-16,Methylosmoline
0.022,Busarakhan,30-Sep-16,Chlorodinine
18.6,Chai,1-Oct-16,Water temperature
17.1,Sakda,1-Oct-16,Water temperature
8.11,Sakda,1-Oct-16,Dissolved oxygen
83.95,Sakda,1-Oct-16,Oxygen saturation
183.696,Sakda,1-Oct-16,Total hardness
187.51,Sakda,1-Oct-16,Bicarbonates
197.2,Sakda,1-Oct-16,Total dissolved salts
0,Sakda,1-Oct-16,Ammonium
0.016,Sakda,1-Oct-16,Nitrites
0.879,Sakda,1-Oct-16,Nitrates
1.467,Sakda,1-Oct-16,Total nitrogen
0.054,Sakda,1-Oct-16,Orthophosphate-phosphorus
0.102,Sakda,1-Oct-16,Total phosphorus
0.074,Sakda,1-Oct-16,Total dissolved phosphorus
60.12,Sakda,1-Oct-16,Calcium
8.27,Sakda,1-Oct-16,Magnesium
18.95,Sakda,1-Oct-16,Chlorides
0,Sakda,1-Oct-16,Zinc
8.83,Sakda,1-Oct-16,Copper
0.94,Sakda,1-Oct-16,Chromium
1.23,Sakda,1-Oct-16,Lead
0.45,Sakda,1-Oct-16,Cadmium
0,Sakda,1-Oct-16,Mercury
1.78,Sakda,1-Oct-16,Nickel
2,Sakda,1-Oct-16,Arsenic
0,Sakda,1-Oct-16,Biochemical Oxygen
12.37,Sakda,1-Oct-16,Chemical Oxygen Demand (Cr)
3.64,Sakda,1-Oct-16,Chemical Oxygen Demand (Mn)
0,Sakda,1-Oct-16,Anionic active surfactants
0,Sakda,1-Oct-16,Atrazine
0,Sakda,1-Oct-16,"p,p-DDT"
0,Sakda,1-Oct-16,gamma-Hexachlorocyclohexane
17.1,Sakda,1-Oct-16,Water temperature
8.16,Sakda,1-Oct-16,Dissolved oxygen
84.47,Sakda,1-Oct-16,Oxygen saturation
183.696,Sakda,1-Oct-16,Total hardness
181.05,Sakda,1-Oct-16,Bicarbonates
202.6,Sakda,1-Oct-16,Total dissolved salts
0,Sakda,1-Oct-16,Ammonium
0.015,Sakda,1-Oct-16,Nitrites
0.841,Sakda,1-Oct-16,Nitrates
1.371,Sakda,1-Oct-16,Total nitrogen
0.052,Sakda,1-Oct-16,Orthophosphate-phosphorus
0.097,Sakda,1-Oct-16,Total phosphorus
0.07,Sakda,1-Oct-16,Total dissolved phosphorus
59.32,Sakda,1-Oct-16,Calcium
8.75,Sakda,1-Oct-16,Magnesium
18.19,Sakda,1-Oct-16,Chlorides
0,Sakda,1-Oct-16,Zinc
8.87,Sakda,1-Oct-16,Copper
0.94,Sakda,1-Oct-16,Chromium
1.51,Sakda,1-Oct-16,Lead
0,Sakda,1-Oct-16,Cadmium
0,Sakda,1-Oct-16,Mercury
1.79,Sakda,1-Oct-16,Nickel
2,Sakda,1-Oct-16,Arsenic
0.52,Sakda,1-Oct-16,Biochemical Oxygen
11.57,Sakda,1-Oct-16,Chemical Oxygen Demand (Cr)
3.58,Sakda,1-Oct-16,Chemical Oxygen Demand (Mn)
0,Sakda,1-Oct-16,Anionic active surfactants
0,Sakda,1-Oct-16,Atrazine
0,Sakda,1-Oct-16,"p,p-DDT"
0,Sakda,1-Oct-16,gamma-Hexachlorocyclohexane
17.2,Sakda,1-Oct-16,Water temperature
8.01,Sakda,1-Oct-16,Dissolved oxygen
82.92,Sakda,1-Oct-16,Oxygen saturation
181.738,Sakda,1-Oct-16,Total hardness
174.58,Sakda,1-Oct-16,Bicarbonates
196.4,Sakda,1-Oct-16,Total dissolved salts
0,Sakda,1-Oct-16,Ammonium
0.015,Sakda,1-Oct-16,Nitrites
0.879,Sakda,1-Oct-16,Nitrates
1.462,Sakda,1-Oct-16,Total nitrogen
0.054,Sakda,1-Oct-16,Orthophosphate-phosphorus
0.098,Sakda,1-Oct-16,Total phosphorus
0.072,Sakda,1-Oct-16,Total dissolved phosphorus
57.71,Sakda,1-Oct-16,Calcium
9.24,Sakda,1-Oct-16,Magnesium
17.81,Sakda,1-Oct-16,Chlorides
0,Sakda,1-Oct-16,Zinc
9.02,Sakda,1-Oct-16,Copper
0.95,Sakda,1-Oct-16,Chromium
1.53,Sakda,1-Oct-16,Lead
0,Sakda,1-Oct-16,Cadmium
0,Sakda,1-Oct-16,Mercury
1.82,Sakda,1-Oct-16,Nickel
2,Sakda,1-Oct-16,Arsenic
0.98,Sakda,1-Oct-16,Biochemical Oxygen
13.17,Sakda,1-Oct-16,Chemical Oxygen Demand (Cr)
3.52,Sakda,1-Oct-16,Chemical Oxygen Demand (Mn)
0,Sakda,1-Oct-16,Anionic active surfactants
0,Sakda,1-Oct-16,Atrazine
0,Sakda,1-Oct-16,"p,p-DDT"
0,Sakda,1-Oct-16,gamma-Hexachlorocyclohexane
18,Chai,2-Oct-16,Water temperature
16.7,Kannika,2-Oct-16,Water temperature
8.47,Kannika,2-Oct-16,Dissolved oxygen
87.68,Kannika,2-Oct-16,Oxygen saturation
191.706,Kannika,2-Oct-16,Total hardness
187.51,Kannika,2-Oct-16,Bicarbonates
195.6,Kannika,2-Oct-16,Total dissolved salts
0.037,Kannika,2-Oct-16,Ammonium
0.02,Kannika,2-Oct-16,Nitrites
0.911,Kannika,2-Oct-16,Nitrates
1.635,Kannika,2-Oct-16,Total nitrogen
0.056,Kannika,2-Oct-16,Orthophosphate-phosphorus
0.116,Kannika,2-Oct-16,Total phosphorus
0.077,Kannika,2-Oct-16,Total dissolved phosphorus
56.11,Kannika,2-Oct-16,Calcium
12.65,Kannika,2-Oct-16,Magnesium
16.3,Kannika,2-Oct-16,Chlorides
23.02,Kannika,2-Oct-16,Sulphates
0,Kannika,2-Oct-16,Zinc
8.05,Kannika,2-Oct-16,Copper
1.97,Kannika,2-Oct-16,Chromium
2.06,Kannika,2-Oct-16,Lead
0,Kannika,2-Oct-16,Cadmium
0,Kannika,2-Oct-16,Mercury
1.51,Kannika,2-Oct-16,Nickel
2.5,Kannika,2-Oct-16,Arsenic
1.51,Kannika,2-Oct-16,Biochemical Oxygen
10.37,Kannika,2-Oct-16,Chemical Oxygen Demand (Cr)
3.84,Kannika,2-Oct-16,Chemical Oxygen Demand (Mn)
0,Kannika,2-Oct-16,Anionic active surfactants
0,Kannika,2-Oct-16,Petroleum hydrocarbons
0,Kannika,2-Oct-16,Atrazine
0,Kannika,2-Oct-16,"p,p-DDT"
0,Kannika,2-Oct-16,gamma-Hexachlorocyclohexane
16.7,Kannika,2-Oct-16,Water temperature
8.46,Kannika,2-Oct-16,Dissolved oxygen
87.78,Kannika,2-Oct-16,Oxygen saturation
187.79,Kannika,2-Oct-16,Total hardness
181.05,Kannika,2-Oct-16,Bicarbonates
198,Kannika,2-Oct-16,Total dissolved salts
0.033,Kannika,2-Oct-16,Ammonium
0.019,Kannika,2-Oct-16,Nitrites
0.879,Kannika,2-Oct-16,Nitrates
1.614,Kannika,2-Oct-16,Total nitrogen
0.053,Kannika,2-Oct-16,Orthophosphate-phosphorus
0.11,Kannika,2-Oct-16,Total phosphorus
0.076,Kannika,2-Oct-16,Total dissolved phosphorus
54.51,Kannika,2-Oct-16,Calcium
12.65,Kannika,2-Oct-16,Magnesium
16.3,Kannika,2-Oct-16,Chlorides
22.08,Kannika,2-Oct-16,Sulphates
0,Kannika,2-Oct-16,Zinc
8.47,Kannika,2-Oct-16,Copper
2.14,Kannika,2-Oct-16,Chromium
1.39,Kannika,2-Oct-16,Lead
0,Kannika,2-Oct-16,Cadmium
0,Kannika,2-Oct-16,Mercury
1.95,Kannika,2-Oct-16,Nickel
2.5,Kannika,2-Oct-16,Arsenic
0.63,Kannika,2-Oct-16,Biochemical Oxygen
11.18,Kannika,2-Oct-16,Chemical Oxygen Demand (Cr)
3.77,Kannika,2-Oct-16,Chemical Oxygen Demand (Mn)
0,Kannika,2-Oct-16,Anionic active surfactants
0,Kannika,2-Oct-16,Petroleum hydrocarbons
0,Kannika,2-Oct-16,Atrazine
0,Kannika,2-Oct-16,"p,p-DDT"
0,Kannika,2-Oct-16,gamma-Hexachlorocyclohexane
16.7,Kannika,2-Oct-16,Water temperature
8.37,Kannika,2-Oct-16,Dissolved oxygen
86.64,Kannika,2-Oct-16,Oxygen saturation
189.748,Kannika,2-Oct-16,Total hardness
187.51,Kannika,2-Oct-16,Bicarbonates
192.8,Kannika,2-Oct-16,Total dissolved salts
0.033,Kannika,2-Oct-16,Ammonium
0.019,Kannika,2-Oct-16,Nitrites
0.92,Kannika,2-Oct-16,Nitrates
1.693,Kannika,2-Oct-16,Total nitrogen
0.056,Kannika,2-Oct-16,Orthophosphate-phosphorus
0.112,Kannika,2-Oct-16,Total phosphorus
0.078,Kannika,2-Oct-16,Total dissolved phosphorus
54.51,Kannika,2-Oct-16,Calcium
13.13,Kannika,2-Oct-16,Magnesium
15.92,Kannika,2-Oct-16,Chlorides
21.76,Kannika,2-Oct-16,Sulphates
0,Kannika,2-Oct-16,Zinc
5.08,Kannika,2-Oct-16,Copper
2.56,Kannika,2-Oct-16,Chromium
1.29,Kannika,2-Oct-16,Lead
0,Kannika,2-Oct-16,Cadmium
0,Kannika,2-Oct-16,Mercury
2.09,Kannika,2-Oct-16,Nickel
2.6,Kannika,2-Oct-16,Arsenic
0.6,Kannika,2-Oct-16,Biochemical Oxygen
9.98,Kannika,2-Oct-16,Chemical Oxygen Demand (Cr)
3.77,Kannika,2-Oct-16,Chemical Oxygen Demand (Mn)
0,Kannika,2-Oct-16,Anionic active surfactants
0,Kannika,2-Oct-16,Petroleum hydrocarbons
0,Kannika,2-Oct-16,Atrazine
0,Kannika,2-Oct-16,"p,p-DDT"
0,Kannika,2-Oct-16,gamma-Hexachlorocyclohexane
17.6,Chai,3-Oct-16,Water temperature
17.6,Chai,4-Oct-16,Water temperature
17,Chai,5-Oct-16,Water temperature
16,Boonsri,6-Oct-16,Water temperature
0.196,Boonsri,6-Oct-16,Ammonium
0.012,Boonsri,6-Oct-16,Nitrites
0.96,Boonsri,6-Oct-16,Nitrates
1.512,Boonsri,6-Oct-16,Total nitrogen
0.034,Boonsri,6-Oct-16,Orthophosphate-phosphorus
0.043,Boonsri,6-Oct-16,Total phosphorus
0.04,Boonsri,6-Oct-16,Total dissolved phosphorus
1.78,Boonsri,6-Oct-16,Biochemical Oxygen
17,Chai,6-Oct-16,Water temperature
17,Chai,7-Oct-16,Water temperature
15.8,Chai,8-Oct-16,Water temperature
9.4,Chai,8-Oct-16,Dissolved oxygen
171.592,Chai,8-Oct-16,Total hardness
276,Chai,8-Oct-16,Total dissolved salts
0.032,Chai,8-Oct-16,Ammonium
0.019,Chai,8-Oct-16,Nitrites
1.18,Chai,8-Oct-16,Nitrates
1.45,Chai,8-Oct-16,Total nitrogen
0.059,Chai,8-Oct-16,Orthophosphate-phosphorus
0.063,Chai,8-Oct-16,Total phosphorus
0.06,Chai,8-Oct-16,Total dissolved phosphorus
49.6,Chai,8-Oct-16,Calcium
11.6,Chai,8-Oct-16,Magnesium
14.71,Chai,8-Oct-16,Chlorides
11.44,Chai,8-Oct-16,Sulphates
1.973,Chai,8-Oct-16,Lead
0,Chai,8-Oct-16,Cadmium
0,Chai,8-Oct-16,Mercury
0,Chai,8-Oct-16,Nickel
3.12,Chai,8-Oct-16,Biochemical Oxygen
29.91,Chai,8-Oct-16,Chemical Oxygen Demand (Cr)
5.23,Chai,8-Oct-16,Chemical Oxygen Demand (Mn)
0,Chai,8-Oct-16,Anionic active surfactants
0,Chai,8-Oct-16,Petroleum hydrocarbons
0,Chai,8-Oct-16,Atrazine
0,Chai,8-Oct-16,"p,p-DDT"
0,Chai,8-Oct-16,gamma-Hexachlorocyclohexane
15.8,Chai,8-Oct-16,Water temperature
9.15,Chai,8-Oct-16,Dissolved oxygen
181.916,Chai,8-Oct-16,Total hardness
271,Chai,8-Oct-16,Total dissolved salts
0.025,Chai,8-Oct-16,Ammonium
0.01,Chai,8-Oct-16,Nitrites
1.16,Chai,8-Oct-16,Nitrates
1.47,Chai,8-Oct-16,Total nitrogen
0.063,Chai,8-Oct-16,Orthophosphate-phosphorus
0.071,Chai,8-Oct-16,Total phosphorus
0.068,Chai,8-Oct-16,Total dissolved phosphorus
53.8,Chai,8-Oct-16,Calcium
11.6,Chai,8-Oct-16,Magnesium
13.68,Chai,8-Oct-16,Chlorides
34.7,Chai,8-Oct-16,Sulphates
1.973,Chai,8-Oct-16,Lead
0,Chai,8-Oct-16,Cadmium
0,Chai,8-Oct-16,Mercury
0,Chai,8-Oct-16,Nickel
1.7,Chai,8-Oct-16,Biochemical Oxygen
27.91,Chai,8-Oct-16,Chemical Oxygen Demand (Cr)
4.94,Chai,8-Oct-16,Chemical Oxygen Demand (Mn)
0,Chai,8-Oct-16,Anionic active surfactants
0,Chai,8-Oct-16,Petroleum hydrocarbons
0,Chai,8-Oct-16,Atrazine
0,Chai,8-Oct-16,"p,p-DDT"
0,Chai,8-Oct-16,gamma-Hexachlorocyclohexane
15.8,Chai,8-Oct-16,Water temperature
9.25,Chai,8-Oct-16,Dissolved oxygen
195.8,Chai,8-Oct-16,Total hardness
272,Chai,8-Oct-16,Total dissolved salts
0.046,Chai,8-Oct-16,Ammonium
0.0097,Chai,8-Oct-16,Nitrites
1.37,Chai,8-Oct-16,Nitrates
1.51,Chai,8-Oct-16,Total nitrogen
0.06,Chai,8-Oct-16,Orthophosphate-phosphorus
0.071,Chai,8-Oct-16,Total phosphorus
0.068,Chai,8-Oct-16,Total dissolved phosphorus
49.6,Chai,8-Oct-16,Calcium
17.6,Chai,8-Oct-16,Magnesium
14.02,Chai,8-Oct-16,Chlorides
24.7,Chai,8-Oct-16,Sulphates
1.973,Chai,8-Oct-16,Lead
0,Chai,8-Oct-16,Cadmium
0,Chai,8-Oct-16,Mercury
0,Chai,8-Oct-16,Nickel
3.14,Chai,8-Oct-16,Biochemical Oxygen
29.91,Chai,8-Oct-16,Chemical Oxygen Demand (Cr)
5.38,Chai,8-Oct-16,Chemical Oxygen Demand (Mn)
0,Chai,8-Oct-16,Anionic active surfactants
0,Chai,8-Oct-16,Petroleum hydrocarbons
0,Chai,8-Oct-16,Atrazine
0,Chai,8-Oct-16,"p,p-DDT"
0,Chai,8-Oct-16,gamma-Hexachlorocyclohexane
16.6,Chai,9-Oct-16,Water temperature
16.6,Chai,10-Oct-16,Water temperature
16.6,Chai,11-Oct-16,Water temperature
16,Chai,12-Oct-16,Water temperature
16,Chai,13-Oct-16,Water temperature
2.248,Chai,13-Oct-16,AGOC-3A
1.307,Chai,13-Oct-16,Methylosmoline
0.001,Chai,13-Oct-16,Chlorodinine
0.059,Chai,13-Oct-16,AGOC-3A
1.343,Chai,13-Oct-16,Methylosmoline
0.021,Chai,13-Oct-16,Chlorodinine
0.006,Chai,13-Oct-16,AGOC-3A
1.255,Chai,13-Oct-16,Methylosmoline
0.018,Chai,13-Oct-16,Chlorodinine
16.5,Decha,14-Oct-16,Water temperature
9.1,Decha,14-Oct-16,Dissolved oxygen
93.43,Decha,14-Oct-16,Oxygen saturation
121.4,Decha,14-Oct-16,Total hardness
121.4,Decha,14-Oct-16,Bicarbonates
261,Decha,14-Oct-16,Total dissolved salts
0.09,Decha,14-Oct-16,Ammonium
0.019,Decha,14-Oct-16,Nitrites
0.61,Decha,14-Oct-16,Nitrates
1.135,Decha,14-Oct-16,Total nitrogen
0.029,Decha,14-Oct-16,Orthophosphate-phosphorus
0.132,Decha,14-Oct-16,Total phosphorus
25.95,Decha,14-Oct-16,Sodium
2.81,Decha,14-Oct-16,Potassium
36.8,Decha,14-Oct-16,Calcium
11.75,Decha,14-Oct-16,Magnesium
47.73,Decha,14-Oct-16,Chlorides
10.7,Decha,14-Oct-16,Sulphates
0,Decha,14-Oct-16,Mercury
1.6,Decha,14-Oct-16,Biochemical Oxygen
45.9,Decha,14-Oct-16,Chemical Oxygen Demand (Cr)
3.5,Decha,14-Oct-16,Chemical Oxygen Demand (Mn)
0,Decha,14-Oct-16,Anionic active surfactants
0,Decha,14-Oct-16,Petroleum hydrocarbons
0,Decha,14-Oct-16,Atrazine
0,Decha,14-Oct-16,"p,p-DDT"
0,Decha,14-Oct-16,gamma-Hexachlorocyclohexane
16,Chai,14-Oct-16,Water temperature
15.3,Somchair,15-Oct-16,Water temperature
9.3,Somchair,15-Oct-16,Dissolved oxygen
194.15,Somchair,15-Oct-16,Total hardness
400,Somchair,15-Oct-16,Total dissolved salts
0,Somchair,15-Oct-16,Ammonium
0.028,Somchair,15-Oct-16,Nitrites
1.09,Somchair,15-Oct-16,Nitrates
1.41,Somchair,15-Oct-16,Total nitrogen
0.041,Somchair,15-Oct-16,Orthophosphate-phosphorus
0.044,Somchair,15-Oct-16,Total phosphorus
0.041,Somchair,15-Oct-16,Total dissolved phosphorus
46,Somchair,15-Oct-16,Calcium
19.4,Somchair,15-Oct-16,Magnesium
52.34,Somchair,15-Oct-16,Chlorides
37.76,Somchair,15-Oct-16,Sulphates
13.148,Somchair,15-Oct-16,Lead
1.383,Somchair,15-Oct-16,Cadmium
0.035,Somchair,15-Oct-16,Mercury
3.216,Somchair,15-Oct-16,Nickel
0.94,Somchair,15-Oct-16,Biochemical Oxygen
27.21,Somchair,15-Oct-16,Chemical Oxygen Demand (Cr)
4.94,Somchair,15-Oct-16,Chemical Oxygen Demand (Mn)
0,Somchair,15-Oct-16,Anionic active surfactants
0.1378,Somchair,15-Oct-16,Petroleum hydrocarbons
0,Somchair,15-Oct-16,Atrazine
0,Somchair,15-Oct-16,"p,p-DDT"
0,Somchair,15-Oct-16,gamma-Hexachlorocyclohexane
15.4,Busarakhan,15-Oct-16,Water temperature
8.41,Busarakhan,15-Oct-16,Dissolved oxygen
220.886,Busarakhan,15-Oct-16,Total hardness
470,Busarakhan,15-Oct-16,Total dissolved salts
0.055,Busarakhan,15-Oct-16,Ammonium
0.021,Busarakhan,15-Oct-16,Nitrites
0.629,Busarakhan,15-Oct-16,Nitrates
1.36,Busarakhan,15-Oct-16,Total nitrogen
0.04,Busarakhan,15-Oct-16,Orthophosphate-phosphorus
0.08,Busarakhan,15-Oct-16,Total phosphorus
0.06,Busarakhan,15-Oct-16,Total dissolved phosphorus
57.8,Busarakhan,15-Oct-16,Calcium
21,Busarakhan,15-Oct-16,Magnesium
34.55,Busarakhan,15-Oct-16,Chlorides
96.6,Busarakhan,15-Oct-16,Sulphates
7.37,Busarakhan,15-Oct-16,Lead
0.59,Busarakhan,15-Oct-16,Cadmium
0,Busarakhan,15-Oct-16,Mercury
7.97,Busarakhan,15-Oct-16,Nickel
1.06,Busarakhan,15-Oct-16,Biochemical Oxygen
38.88,Busarakhan,15-Oct-16,Chemical Oxygen Demand (Cr)
0,Busarakhan,15-Oct-16,Anionic active surfactants
0,Busarakhan,15-Oct-16,Petroleum hydrocarbons
0,Busarakhan,15-Oct-16,Atrazine
0,Busarakhan,15-Oct-16,"p,p-DDT"
0,Busarakhan,15-Oct-16,gamma-Hexachlorocyclohexane
16,Chai,15-Oct-16,Water temperature
0.012,Kannika,15-Oct-16,AGOC-3A
0.045,Kannika,15-Oct-16,Methylosmoline
0.05,Kannika,15-Oct-16,Chlorodinine
0.073,Kannika,15-Oct-16,AGOC-3A
0.023,Kannika,15-Oct-16,Methylosmoline
0.044,Kannika,15-Oct-16,Chlorodinine
0.073,Kannika,15-Oct-16,AGOC-3A
0.012,Kannika,15-Oct-16,Methylosmoline
0.058,Kannika,15-Oct-16,Chlorodinine
0.022,Sakda,15-Oct-16,AGOC-3A
0.025,Sakda,15-Oct-16,Methylosmoline
0.002,Sakda,15-Oct-16,Chlorodinine
0.243,Sakda,15-Oct-16,AGOC-3A
0.019,Sakda,15-Oct-16,Methylosmoline
0.024,Sakda,15-Oct-16,Chlorodinine
0.022,Sakda,15-Oct-16,AGOC-3A
0.035,Sakda,15-Oct-16,Methylosmoline
0.064,Sakda,15-Oct-16,Chlorodinine
16,Chai,16-Oct-16,Water temperature
0.109,Decha,17-Oct-16,Ammonium
0.024,Decha,17-Oct-16,Nitrites
0.474,Decha,17-Oct-16,Nitrates
1.793,Decha,17-Oct-16,Total nitrogen
0.009,Decha,17-Oct-16,Orthophosphate-phosphorus
0.136,Decha,17-Oct-16,Total phosphorus
16,Chai,17-Oct-16,Water temperature
15.8,Chai,18-Oct-16,Water temperature
15.6,Chai,19-Oct-16,Water temperature
16,Boonsri,20-Oct-16,Water temperature
8.5,Boonsri,20-Oct-16,Dissolved oxygen
88.91,Boonsri,20-Oct-16,Oxygen saturation
185.25,Boonsri,20-Oct-16,Total hardness
195.2,Boonsri,20-Oct-16,Bicarbonates
285,Boonsri,20-Oct-16,Total dissolved salts
0.037,Boonsri,20-Oct-16,Ammonium
0.014,Boonsri,20-Oct-16,Nitrites
0.742,Boonsri,20-Oct-16,Nitrates
1.108,Boonsri,20-Oct-16,Total nitrogen
0.053,Boonsri,20-Oct-16,Orthophosphate-phosphorus
0.082,Boonsri,20-Oct-16,Total phosphorus
0.068,Boonsri,20-Oct-16,Total dissolved phosphorus
16,Boonsri,20-Oct-16,Sodium
2,Boonsri,20-Oct-16,Potassium
52.12,Boonsri,20-Oct-16,Calcium
13.58,Boonsri,20-Oct-16,Magnesium
17.719,Boonsri,20-Oct-16,Chlorides
36.85,Boonsri,20-Oct-16,Sulphates
1.88,Boonsri,20-Oct-16,Biochemical Oxygen
10.54,Boonsri,20-Oct-16,Chemical Oxygen Demand (Cr)
2,Boonsri,20-Oct-16,Chemical Oxygen Demand (Mn)
3.781,Boonsri,20-Oct-16,Total organic carbon
0,Boonsri,20-Oct-16,Anionic active surfactants
0,Boonsri,20-Oct-16,Petroleum hydrocarbons
14.6,Boonsri,20-Oct-16,AOX
16,Boonsri,20-Oct-16,Water temperature
8.2,Boonsri,20-Oct-16,Dissolved oxygen
85.77,Boonsri,20-Oct-16,Oxygen saturation
177.23,Boonsri,20-Oct-16,Total hardness
192.76,Boonsri,20-Oct-16,Bicarbonates
286,Boonsri,20-Oct-16,Total dissolved salts
0.059,Boonsri,20-Oct-16,Ammonium
0.015,Boonsri,20-Oct-16,Nitrites
0.881,Boonsri,20-Oct-16,Nitrates
1.273,Boonsri,20-Oct-16,Total nitrogen
0.058,Boonsri,20-Oct-16,Orthophosphate-phosphorus
0.082,Boonsri,20-Oct-16,Total phosphorus
0.075,Boonsri,20-Oct-16,Total dissolved phosphorus
18,Boonsri,20-Oct-16,Sodium
2,Boonsri,20-Oct-16,Potassium
48.96,Boonsri,20-Oct-16,Calcium
13.58,Boonsri,20-Oct-16,Magnesium
